RespondentID,CollectorID,StartDate,EndDate,What is your age?,What is your gender?,In what type of organisation are you employed?,other organisation type,Approximately how many individuals does your organization employ at all locations?,What is your position in the organisation's hierarchy,"organisation-role:marketing
",organisation-role: sales,organisation-role: finance,organisation-role: production,organisation-role: R&D,organisation-role: IT,organisation-role: Support,organisation-role: other,What is your organisation's industry?,"Other industry of organisation
",What is your highest degree?,other degree,Type of Studies : Science or mathematics,"
",Type of Studies : ICT,Type of Studies : Commerce,Type of Studies : Social sciences,Type of Studies : Law,Type of Studies : Other,How many years have you worked in Data Science or related field?,"Rating 1-5: Algorithms (ex: computational complexity, CS theory)",Rating 1-5: Back-End Programming (ex: JAVA/Rails/Objective C),"Rating 1-5: Bayesian/Monte-Carlo Statistics (ex: MCMC, BUGS)","Rating 1-5: Big and Distributed Data (ex: Hadoop, Map/Reduce)","Rating 1-5: Business (ex: management, business development, budgeting)","Rating 1-5: Classical Statistics (ex: general linear model, ANOVA)","Rating 1-5: Data Manipulation (ex: regexes, Python, R, SAS, web scraping)","Rating 1-5: Front-End Programming (ex: java script, HTML, CSS)","Rating 1-5: Graphical Models (ex: social networks, Bayes networks)","Rating 1-5: Machine Learning (ex: decision trees, neural nets, SVM, clustering)","Rating 1-5: Math (ex: linear algebra, real analysis, calculus)","Rating 1-5: Optimization (ex: linear, integer, convex, global)","Rating 1-5: Product Development (ex: design, project management)","Rating 1-5: Science (ex: experimental design, technical writing/publishing)","Rating 1-5: Simulation (ex: discrete, agent-based, continuous)","Rating 1-5: Spatial Statistics (ex: geographic covariates, GIS)","Rating 1-5: Structured Data (ex: RDBMS, SQL, JSON, XML, ETL)",Rating 1-5: Surveys and Marketing (ex: multinomial modeling),"Rating 1-5: Systems Administration (ex: *nix, DBA, cloud tech.)","Rating 1-5: Temporal Statistics (ex: forecasting, time-series analysis)","Rating 1-5: Unstructured Data (ex: noSQL, text mining)","Rating 1-5: Visualization (ex: statistical graphics, mapping, web-based data‐viz)",Which important skill did we leave out?,Data scientist type: developer,Data scientist type: Engineer,Data scientist type: Researcher,Data scientist type: Scientist,Data scientist type: Statistician,Data scientist type: Jack-of-all-trades,Data scientist type: Artist,Data scientist type: Hacker,Data scientist type: Leader,Data scientist type: Business person,Data scientist type: Entrepreneur,Data scientist type: Other,Motivation: I've never attended one of those meetings,"Motivation: Socialising, interacting with like-minded people","Motivation:Networking, business to business","Motivation: Networking, meeting potential employers","Motivation: Networking, meeting potential employees",Motivation: Learn about new developments in Data Science,Motivation: Hear what's happening on the Belgian Data Science scene,"Motivation: Contributing (e.g., presenting, taking actively part to discussions)",Motivation: Other,"Do you have suggestions to improve the meetings, or suggestions for potential speakers?"
3834094957,65397871,3/16/2015 11:36:10,3/16/2015 19:31:07,25 to 34,Male,Business or NGO,,8000,No management responsibilities,,,,,,IT,,,"Healthcare, pharmaceuticals and biotechnology",,Master,,,Engineering,,,,,,1,2,2,1,3,3,3,2,2,2,2,3,2,3,1,1,1,2,1,1,1,2,2,,Maybe a bit,Maybe a bit,Not at all,Maybe a bit,Maybe a bit,Maybe,Not at all,Not at all,"Yes, definitely","Yes, but not completely",Maybe,,,,"Networking, business to business","Networking, meeting potential employers","Networking, meeting potential employees",Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3834040767,65397871,3/16/2015 18:50:53,3/16/2015 19:16:47,45 to 54,Male,Other (please specify),Federation,200,Lower level/supervisory/operative/first-line manager,,Sales,,,,,,,Other (please specify),Sectoral,Master after Master,,,,,Commerce,,,,0,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"Yes, definitely",Maybe,,,,"Networking, business to business",,,,,,,
3833947547,65397871,3/16/2015 18:26:17,3/16/2015 18:34:47,25 to 34,Male,Business or NGO,,13000,Middle level/executive,,Sales,,,,,,,Professional services,,Master,,,,,Commerce,,,,0,3,1,3,2,4,5,4,3,1,2,4,4,4,3,3,1,3,4,1,4,2,1,,Maybe a bit,Maybe a bit,Maybe a bit,Maybe a bit,"Yes, but not completely",Maybe a bit,Maybe a bit,Maybe a bit,Maybe,"Yes, but not completely","Yes, but not completely",,,"Socialising, interacting with like-minded people",,"Networking, meeting potential employers",,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3833539546,65397871,3/16/2015 15:59:30,3/16/2015 16:08:08,25 to 34,Male,Business or NGO,,10000,Lower level/supervisory/operative/first-line manager,,,,,,IT,,,"Healthcare, pharmaceuticals and biotechnology",,PhD,,Science or mathematics,Engineering,ICT,,,,,1,3,3,3,3,2,2,4,4,3,4,3,3,1,5,3,3,4,2,2,3,4,3,,Maybe,"Yes, but not completely","Yes, but not completely","Yes, but not completely",Maybe,Not at all,Maybe a bit,Not at all,Maybe,Not at all,Maybe a bit,,,,,,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3833527152,65397871,3/16/2015 15:55:03,3/16/2015 16:08:59,25 to 34,Male,Consulting,,5000,No management responsibilities,,,,,,IT,,,IT and technology,,Master,,,Engineering,,,,,,1,4,4,3,5,3,3,3,2,2,5,5,4,2,2,2,2,4,2,4,3,5,2,,Maybe a bit,"Yes, definitely",Not at all,"Yes, but not completely",Maybe a bit,Maybe a bit,Not at all,Maybe a bit,"Yes, but not completely",Not at all,Not at all,,I've never attended one of those meetings,,,,,,,,,
3833517451,65397871,3/16/2015 15:51:52,3/16/2015 15:59:28,45 to 54,Male,Consulting,,3000,Middle level/executive,,Sales,,,,,,,IT and technology,,Master after Master,,,,,Commerce,,,,2,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"Yes, definitely","Yes, but not completely",,,,"Networking, business to business",,"Networking, meeting potential employees",,Hear what's happening on the Belgian Data Science scene,,,
3833488400,65397871,3/16/2015 15:41:42,3/16/2015 16:05:18,35 to 44,Male,Independent,,1,Top level/administrative,,,,,,,,president,"Communications, entertainment, media and publishing",,Master after Master,,,,,,Social sciences or humanities,Law,,1,2,1,2,2,2,2,1,1,2,1,2,3,3,2,1,1,1,1,1,2,1,2,Algorithmic thinking,Maybe,Maybe a bit,"Yes, but not completely",Maybe,Maybe,Maybe,"Yes, but not completely",Not at all,Maybe,"Yes, but not completely","Yes, definitely",No idea,I've never attended one of those meetings,"Socialising, interacting with like-minded people",,,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,No idea
3833487707,65397871,3/16/2015 15:41:19,3/16/2015 15:50:13,35 to 44,Male,Business or NGO,,80,Lower level/supervisory/operative/first-line manager,,,,,,IT,,,IT and technology,,Master,,Science or mathematics,,,,,,,5,5,5,2,4,3,2,2,3,2,2,3,3,4,4,2,2,4,2,3,2,4,2,,"Yes, but not completely",Maybe,Maybe a bit,Maybe a bit,Not at all,"Yes, definitely",Not at all,Maybe a bit,"Yes, but not completely",Not at all,Not at all,,I've never attended one of those meetings,"Socialising, interacting with like-minded people",,,,Learn about new developments in Data Science,,,,
3833377895,65397871,3/16/2015 15:05:36,3/16/2015 15:21:28,25 to 34,Male,Consulting,,80000,No management responsibilities,Marketing,,,,,,,,IT and technology,,Master,,,,ICT,Commerce,,,,3,2,2,3,2,3,4,4,2,3,4,4,3,2,3,2,2,4,3,2,4,3,3,,"Yes, but not completely",Maybe,Maybe,Maybe,"Yes, but not completely","Yes, but not completely",Maybe,Not at all,Maybe,"Yes, but not completely","Yes, but not completely",,I've never attended one of those meetings,,,,,,,,,
3833307451,65397871,3/16/2015 14:42:16,3/16/2015 14:51:25,35 to 44,Male,Business or NGO,,15,Lower level/supervisory/operative/first-line manager,Marketing,Sales,,,,,,,IT and technology,,Bachelor,,,,,Commerce,,,,18,2,1,1,4,4,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,,Not at all,Not at all,Not at all,Not at all,Not at all,Maybe,Maybe a bit,Not at all,Not at all,"Yes, but not completely",Maybe,,I've never attended one of those meetings,"Socialising, interacting with like-minded people","Networking, business to business",,,Learn about new developments in Data Science,,,,
3833305669,65397871,3/16/2015 14:41:39,3/16/2015 15:03:15,45 to 54,Male,Consulting,,10,Middle level/executive,,,,,,,,Management,IT and technology,,Master after Master,,,Engineering,,,,,,3,2,2,1,2,4,2,2,2,2,1,2,3,4,2,3,1,2,4,2,3,2,3,,Not at all,"Yes, but not completely",Not at all,Not at all,Not at all,Maybe,Maybe a bit,Maybe a bit,Maybe,"Yes, definitely","Yes, definitely",,,"Socialising, interacting with like-minded people","Networking, business to business",,,Learn about new developments in Data Science,,"Contributing (e.g., presenting, taking actively part to discussions)",,
3833165993,65397871,3/16/2015 13:52:40,3/16/2015 14:06:34,25 to 34,Male,Academia,,800,No management responsibilities,Marketing,,,,,,,,Education,,Master,,Science or mathematics,Engineering,,,Social sciences or humanities,,,3,3,2,1,3,3,4,4,3,2,4,3,2,3,4,3,1,2,4,4,4,3,2,,Maybe a bit,Maybe,"Yes, definitely","Yes, but not completely",Maybe,Not at all,Not at all,Not at all,"Yes, but not completely","Yes, but not completely",Maybe,,I've never attended one of those meetings,"Socialising, interacting with like-minded people","Networking, business to business","Networking, meeting potential employers",,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,"Contributing (e.g., presenting, taking actively part to discussions)",,
3833160425,65397871,3/16/2015 13:50:38,3/16/2015 13:58:33,35 to 44,Male,Consulting,,1000,Middle level/executive,,,,,,IT,,,IT and technology,,Master,,,,ICT,,,,,1,4,4,2,3,4,3,3,2,2,3,3,2,5,2,2,2,4,1,3,1,3,2,,Maybe,Maybe,Maybe,Maybe,Maybe a bit,"Yes, definitely",Maybe a bit,"Yes, definitely","Yes, but not completely",Maybe,"Yes, but not completely",,,"Socialising, interacting with like-minded people","Networking, business to business",,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3833153688,65397871,3/16/2015 13:47:47,3/16/2015 14:03:04,25 to 34,Male,Consulting,,1500,No management responsibilities,,,,,,,,Business intelligence,IT and technology,,Master after Master,,Science or mathematics,,ICT,,,,,1,4,3,2,2,2,4,3,3,2,4,3,3,2,2,3,1,4,1,2,2,3,3,,"Yes, but not completely","Yes, but not completely",Maybe,"Yes, but not completely",Maybe,Not at all,Not at all,Not at all,Maybe,"Yes, but not completely",Maybe a bit,,,"Socialising, interacting with like-minded people","Networking, business to business","Networking, meeting potential employers",,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,"Contributing (e.g., presenting, taking actively part to discussions)",,
3833047153,65397871,3/16/2015 13:07:52,3/16/2015 13:16:02,25 to 34,Male,Business or NGO,,9,Middle level/executive,,,,,R&D,IT,,,"Healthcare, pharmaceuticals and biotechnology",,Master,,,Engineering,,,,,,2,4,5,2,3,2,3,4,4,3,3,4,4,3,2,3,1,5,1,5,2,3,4,,"Yes, definitely","Yes, definitely",Maybe a bit,Maybe,Maybe a bit,"Yes, definitely",Maybe,"Yes, but not completely",Maybe,Maybe a bit,Maybe a bit,,,"Socialising, interacting with like-minded people",,"Networking, meeting potential employers","Networking, meeting potential employees",Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3833046824,65397871,3/16/2015 13:07:39,3/16/2015 13:13:53,45 to 54,Male,Consulting,,2,Top level/administrative,Marketing,Sales,,,,,Support,,IT and technology,,Master after Master,,Science or mathematics,,,Commerce,,,,5,1,1,1,1,5,3,1,1,1,1,4,2,5,1,1,1,2,3,1,1,1,1,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Maybe a bit,"Yes, definitely","Yes, but not completely",,I've never attended one of those meetings,,,,,,,,,
3832992998,65397871,3/16/2015 12:44:28,3/16/2015 12:59:22,35 to 44,Male,Consulting,,50000,No management responsibilities,,,,,,IT,,,IT and technology,,Master after Master,,,,ICT,,,,,2,4,5,3,5,4,3,4,4,4,4,3,4,4,4,2,3,5,3,2,4,4,2,0,"Yes, definitely","Yes, definitely","Yes, but not completely",Maybe,Maybe,"Yes, but not completely",Maybe,Maybe,"Yes, but not completely",Maybe a bit,Maybe a bit,,,"Socialising, interacting with like-minded people",,,,Learn about new developments in Data Science,,"Contributing (e.g., presenting, taking actively part to discussions)",,
3832973926,65397871,3/16/2015 12:35:24,3/16/2015 12:53:54,25 to 34,Male,Business or NGO,,10000,Lower level/supervisory/operative/first-line manager,Marketing,,Finance,,,,,,Financial services,,Master,,Science or mathematics,,,,,,,1,2,1,4,4,4,4,5,3,4,4,5,5,3,3,3,4,3,4,2,5,4,4,Innovation,Not at all,Maybe a bit,Maybe,Maybe a bit,"Yes, definitely","Yes, but not completely",Not at all,Maybe,Maybe,Maybe,Maybe,None,,,"Networking, business to business","Networking, meeting potential employers",,Learn about new developments in Data Science,,,,
3832948090,65397871,3/16/2015 12:23:18,3/16/2015 12:30:50,25 to 34,Female,Consulting,,7,No management responsibilities,Marketing,,,,,,,Analyst,Other (please specify),Marketing,PhD,,Science or mathematics,,,,,,,1,4,4,4,3,2,4,4,2,5,5,5,5,2,5,4,3,3,2,1,2,2,2,,"Yes, definitely",Maybe,"Yes, definitely","Yes, definitely","Yes, definitely",Not at all,Not at all,Not at all,Not at all,"Yes, but not completely",Not at all,,,,,,,Learn about new developments in Data Science,,,,
3832946715,65397871,3/16/2015 12:21:44,3/16/2015 12:41:55,25 to 34,Male,Independent,,1,Top level/administrative,Marketing,,,Production,R&D,IT,Support,,IT and technology,,Master after Master,,Science or mathematics,Engineering,,,,,,7,5,5,2,3,2,3,4,5,5,4,4,4,5,5,4,3,5,2,3,2,5,5,,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely",Maybe a bit,"Yes, definitely","Yes, but not completely",Maybe,Maybe,Maybe a bit,"Yes, but not completely",,I've never attended one of those meetings,"Socialising, interacting with like-minded people",,"Networking, meeting potential employers","Networking, meeting potential employees",Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3832939045,65397871,3/16/2015 12:18:57,3/16/2015 12:19:16,25 to 34,Male,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3832907324,65397871,3/16/2015 12:02:45,3/16/2015 12:15:17,25 to 34,Male,Student,,40000,No management responsibilities,,,,,,,,statistics,Education,,Master,,Science or mathematics,,,,,,,0,2,1,3,1,1,4,4,1,1,1,3,2,1,3,1,1,1,2,1,1,1,1,,Not at all,Not at all,Not at all,"Yes, definitely","Yes, definitely",Not at all,Not at all,Not at all,Not at all,Maybe a bit,Not at all,,,,,"Networking, meeting potential employers",,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3832906140,65397871,3/16/2015 12:02:07,3/16/2015 12:15:04,35 to 44,Female,Business or NGO,,5000,Lower level/supervisory/operative/first-line manager,,,Finance,,,,,,Financial services,,Master after Master,,,Engineering,,,,,,0,2,2,2,2,5,3,3,1,1,1,3,2,3,1,1,1,3,2,3,2,1,3,,Not at all,"Yes, but not completely",Not at all,Not at all,Maybe a bit,Not at all,Not at all,Not at all,Maybe,"Yes, but not completely","Yes, but not completely",,I've never attended one of those meetings,,,,,,,,,
3832895898,65397871,3/16/2015 11:56:41,3/16/2015 12:01:35,25 to 34,Male,Consulting,,7,No management responsibilities,,,,,,IT,,,IT and technology,,PhD,,Science or mathematics,,,,,,,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,"Yes, but not completely","Yes, but not completely","Yes, but not completely","Yes, but not completely","Yes, but not completely","Yes, definitely","Yes, but not completely",Not at all,Maybe,"Yes, but not completely","Yes, but not completely",,I've never attended one of those meetings,,,,,,,,,
3832895846,65397871,3/16/2015 11:56:28,3/16/2015 11:56:49,25 to 34,Male,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3832873612,65397871,3/16/2015 11:43:31,3/16/2015 11:55:22,35 to 44,Male,Independent,,1,Top level/administrative,,,,,R&D,,,,Retail/Wholesale,,Master after Master,,Science or mathematics,,,,,,,5,4,2,4,3,2,5,4,2,3,4,5,3,2,5,3,4,5,2,5,3,4,4,,Maybe a bit,Maybe a bit,Maybe,"Yes, definitely","Yes, but not completely","Yes, definitely","Yes, definitely",Maybe,Maybe a bit,Maybe a bit,Not at all,,I've never attended one of those meetings,,,,,,,,,
3832815528,65397871,3/16/2015 11:08:53,3/16/2015 11:24:11,25 to 34,Male,Academia,,200,Middle level/executive,,,,,,,,education,Education,,PhD,,,,,,Social sciences or humanities,,,8,2,1,2,2,4,5,4,1,2,5,3,2,3,4,2,4,4,5,1,3,3,3,,Not at all,Maybe,"Yes, definitely","Yes, definitely",Maybe,Maybe,Not at all,Not at all,"Yes, but not completely","Yes, but not completely",Maybe a bit,,I've never attended one of those meetings,"Socialising, interacting with like-minded people","Networking, business to business",,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3832809972,65397871,3/16/2015 11:05:26,3/16/2015 11:21:03,18 to 24,Male,Business or NGO,,317500,No management responsibilities,,,,,,,,Intern,IT and technology,,No higher education,,Science or mathematics,,,Commerce,Social sciences or humanities,,,1,2,2,4,2,4,4,3,2,2,3,4,4,4,4,2,2,2,4,2,3,2,3,,Not at all,Maybe a bit,Maybe,Maybe,Maybe,Maybe,Not at all,"Yes, but not completely","Yes, but not completely","Yes, but not completely",Maybe,,I've never attended one of those meetings,,,,,,,,,
3832807501,65397871,3/16/2015 11:04:18,3/16/2015 11:13:39,45 to 54,Male,Business or NGO,,13000,No management responsibilities,Marketing,Sales,,,,,,,IT and technology,,Master after Master,,,Engineering,,Commerce,,,,22,1,4,2,3,3,2,5,4,2,2,4,2,2,2,2,1,5,2,3,3,2,4,,Maybe a bit,"Yes, but not completely",Not at all,Maybe a bit,Maybe,"Yes, definitely",Maybe,Maybe,"Yes, but not completely",Maybe,Maybe a bit,,I've never attended one of those meetings,,"Networking, business to business",,,Learn about new developments in Data Science,,,,
3832803445,65397871,3/16/2015 9:53:24,3/16/2015 11:25:55,25 to 34,Female,Consulting,,300000,No management responsibilities,,Sales,,,,,Support,,IT and technology,,Master,,,,,Commerce,,,,0,2,1,2,1,2,2,2,1,1,2,3,2,1,1,1,1,1,1,1,2,1,1,None.,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Maybe a bit,Not at all,Visionary,I've never attended one of those meetings,,,,,,,,,Not now
3832774159,65397871,3/16/2015 10:42:40,3/16/2015 10:50:31,25 to 34,Male,Government/Public sector,,40,No management responsibilities,,,,,,,Support,,Government/Public sector,,Master after Master,,,,,,Social sciences or humanities,,economics,1,1,1,1,1,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,I've never attended one of those meetings,"Socialising, interacting with like-minded people","Networking, business to business",,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3832762485,65397871,3/16/2015 10:35:03,3/16/2015 10:40:17,25 to 34,Male,Consulting,,7,Top level/administrative,Marketing,Sales,,,,IT,,,IT and technology,,Master,,Science or mathematics,Engineering,ICT,,,,,8,4,4,2,4,5,4,3,2,4,4,3,4,4,2,2,3,5,2,4,4,4,5,,"Yes, but not completely","Yes, but not completely",Maybe a bit,Maybe a bit,"Yes, but not completely","Yes, definitely",Maybe,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely",,I've never attended one of those meetings,,,,,,,,,
3832760459,65397871,3/16/2015 9:01:30,3/16/2015 10:55:05,25 to 34,Male,Business or NGO,,10,No management responsibilities,,,,,R&D,IT,Support,,IT and technology,,Other (please specify),Postgraduate after Master,Science or mathematics,,,,,,,1,3,1,2,1,1,3,3,2,1,2,5,3,1,5,3,1,2,1,1,4,2,2,Exploration of new technological possibilities,"Yes, but not completely",Maybe,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, but not completely",Maybe a bit,Maybe a bit,Maybe,Maybe a bit,Maybe a bit,Miner,,"Socialising, interacting with like-minded people","Networking, business to business",,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,"Contributing (e.g., presenting, taking actively part to discussions)",MOOC Coaching,Keep attracting and guiding young data science talent. The data education land is so spammed that many don't know where to begin. WE need to pick up on this. Maybe separate this from data business people who are only there to check what other companies are doing and who to hire.
3832759273,65397871,3/16/2015 10:32:53,3/16/2015 10:47:37,25 to 34,Male,Consulting,,7,Top level/administrative,,Sales,,,,IT,,,IT and technology,,Master after Master,,,Engineering,,,,,,3,4,4,3,4,4,3,4,2,2,3,3,4,3,4,3,4,4,2,4,3,4,5,,Maybe,"Yes, definitely",Maybe,Maybe,Maybe a bit,Maybe,Not at all,Maybe,Maybe,Maybe,"Yes, but not completely",,I've never attended one of those meetings,"Socialising, interacting with like-minded people","Networking, business to business",,,,,,,
3832758203,65397871,3/16/2015 10:32:09,3/16/2015 10:47:54,35 to 44,Male,Consulting,,7,Top level/administrative,Marketing,Sales,Finance,,,,,,Professional services,,PhD,,,,,Commerce,,,,14,4,1,2,2,3,4,5,1,2,4,2,2,1,4,3,2,4,1,1,4,4,4,Communication,Maybe,Maybe,"Yes, but not completely","Yes, definitely","Yes, but not completely",Maybe a bit,Maybe,Not at all,"Yes, definitely","Yes, but not completely","Yes, definitely",,,"Socialising, interacting with like-minded people","Networking, business to business",,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,"Contributing (e.g., presenting, taking actively part to discussions)",,
3832748027,65397871,3/16/2015 10:24:26,3/16/2015 10:34:24,25 to 34,Male,Business or NGO,,150,No management responsibilities,,,,,R&D,,,,IT and technology,,PhD,,Science or mathematics,,,,,,,5,5,4,2,3,2,4,4,3,4,5,3,3,3,5,4,3,4,2,3,4,5,3,,"Yes, but not completely","Yes, but not completely","Yes, definitely","Yes, definitely",Maybe,"Yes, but not completely",Maybe a bit,"Yes, but not completely","Yes, but not completely",Maybe a bit,Maybe,,,"Socialising, interacting with like-minded people","Networking, business to business",,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,"Contributing (e.g., presenting, taking actively part to discussions)",,
3832739543,65397871,3/16/2015 10:19:13,3/16/2015 10:36:09,25 to 34,Male,Independent,,0,No management responsibilities,,,,,R&D,,,,IT and technology,,PhD,,Science or mathematics,,,,,,,8,2,3,2,2,2,3,3,4,2,4,5,4,2,5,5,1,2,1,2,2,2,3,,Maybe,Maybe,"Yes, definitely","Yes, definitely",Maybe a bit,"Yes, but not completely",Not at all,"Yes, but not completely",Maybe,Maybe a bit,Not at all,,I've never attended one of those meetings,"Socialising, interacting with like-minded people",,"Networking, meeting potential employers",,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3832736585,65397871,3/16/2015 10:17:03,3/16/2015 10:27:09,45 to 54,Male,Consulting,,140,Top level/administrative,,,,,R&D,,,,IT and technology,,Master after Master,,,Engineering,,Commerce,,,,1,1,1,2,2,4,2,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,-,Not at all,Maybe a bit,Maybe a bit,Maybe a bit,Not at all,Not at all,Not at all,Not at all,Not at all,Maybe,Maybe a bit,,,,"Networking, business to business",,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3832679112,65397871,3/16/2015 9:36:43,3/16/2015 10:07:11,35 to 44,Male,Academia,,5000,Middle level/executive,Marketing,,,,,,,,Education,,PhD,,,,,,,,psychology,15,3,1,2,1,4,5,5,1,4,4,4,2,4,5,3,2,5,5,1,3,5,5,,Maybe a bit,Maybe a bit,"Yes, definitely","Yes, but not completely","Yes, definitely","Yes, but not completely",Maybe,"Yes, but not completely",Maybe a bit,"Yes, but not completely",Maybe a bit,,,"Socialising, interacting with like-minded people",,,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3832675536,65397871,3/16/2015 9:33:42,3/16/2015 9:45:00,25 to 34,Male,Student,,0,No management responsibilities,,,,,,,,Analysis,Education,,Master after Master,,Science or mathematics,,ICT,,,,,6,4,2,3,2,2,5,5,2,4,4,3,4,4,4,4,2,4,3,2,4,2,5,,"Yes, definitely","Yes, but not completely",Maybe,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, but not completely",Maybe a bit,Maybe a bit,,,,,"Networking, meeting potential employers",,,,,,
3832674765,65397871,3/16/2015 9:33:10,3/16/2015 9:39:54,35 to 44,Male,Business or NGO,,2500,Lower level/supervisory/operative/first-line manager,,Sales,,,,,,,IT and technology,,Bachelor,,,Engineering,,,,,,5,3,1,3,3,4,4,3,1,1,4,4,3,3,3,4,3,3,2,2,2,3,4,,Not at all,Maybe,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"Yes, definitely","Yes, definitely",Maybe,,,,"Networking, business to business",,,,Hear what's happening on the Belgian Data Science scene,,,
3832670711,65397871,3/16/2015 9:27:05,3/16/2015 9:31:07,45 to 54,Male,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3832669996,65397871,3/16/2015 9:29:51,3/16/2015 11:24:35,25 to 34,Female,Business or NGO,,12000,No management responsibilities,Marketing,,,,,,,,Financial services,,PhD,,,,,Commerce,,,,5,2,2,2,2,4,5,3,1,3,3,3,2,1,4,2,1,2,3,1,4,3,2,,Maybe a bit,Maybe a bit,"Yes, but not completely",Maybe,"Yes, but not completely",Maybe a bit,Not at all,Not at all,Maybe a bit,"Yes, but not completely",Not at all,,I've never attended one of those meetings,,,,,,,,,
3832650563,65397871,3/16/2015 9:15:28,3/16/2015 9:17:51,35 to 44,Male,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3832620015,65397871,3/16/2015 8:52:04,3/16/2015 9:05:45,25 to 34,Male,Business or NGO,,1200,No management responsibilities,,,,,,IT,,,Other (please specify),Printing and advertising,Bachelor,,,,ICT,,,,,0,2,4,1,2,1,1,2,3,1,1,3,1,4,2,1,1,4,1,1,1,2,3,,"Yes, but not completely",Maybe a bit,Maybe a bit,Maybe a bit,Not at all,"Yes, but not completely",Maybe,Not at all,Maybe a bit,"Yes, but not completely",Maybe,,,"Socialising, interacting with like-minded people","Networking, business to business","Networking, meeting potential employers","Networking, meeting potential employees",Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,"Contributing (e.g., presenting, taking actively part to discussions)",,
3832603390,65397871,3/16/2015 8:38:11,3/16/2015 9:28:26,25 to 34,Male,Academia,,20436,No management responsibilities,,,,,R&D,,,,IT and technology,,Master,,,Engineering,,,,,,3,4,3,4,3,2,4,4,3,4,5,4,4,2,3,4,2,3,2,2,4,4,3,Machine learning deserves to be split up in a number of separate skills,"Yes, but not completely","Yes, but not completely","Yes, but not completely","Yes, definitely","Yes, but not completely",Maybe,Maybe a bit,"Yes, but not completely",Maybe a bit,Not at all,Maybe a bit,,I've never attended one of those meetings,"Socialising, interacting with like-minded people",,,,,Hear what's happening on the Belgian Data Science scene,,,
